Close,High,Low,Open,Volume
13266.7001953125,13266.7001953125,13266.7001953125,13266.7001953125,0
13424.400390625,13424.400390625,13424.400390625,13424.400390625,0
13425.0,13425.0,13425.0,13425.0,0
13295.0,13295.0,13295.0,13295.0,0
13482.2998046875,13482.2998046875,13482.2998046875,13482.2998046875,0
13553.7001953125,13553.7001953125,13553.7001953125,13553.7001953125,0
13639.5,13639.5,13639.5,13639.5,0
13613.0,13613.0,13613.0,13613.0,0
13635.400390625,13635.400390625,13635.400390625,13635.400390625,0
13489.400390625,13489.400390625,13489.400390625,13489.400390625,0
13545.7998046875,13545.7998046875,13545.7998046875,13545.7998046875,0
13360.2998046875,13360.2998046875,13360.2998046875,13360.2998046875,0
13352.0,13352.0,13352.0,13352.0,0
13337.7001953125,13337.7001953125,13337.7001953125,13337.7001953125,0
13427.7001953125,13427.7001953125,13427.7001953125,13427.7001953125,0
13422.2998046875,13422.2998046875,13422.2998046875,13422.2998046875,0
13408.599609375,13408.599609375,13408.599609375,13408.599609375,0
13535.400390625,13535.400390625,13535.400390625,13535.400390625,0
13577.2998046875,13577.2998046875,13577.2998046875,13577.2998046875,0
13565.7998046875,13565.7998046875,13565.7998046875,13565.7998046875,0
13611.7001953125,13611.7001953125,13611.7001953125,13611.7001953125,0
13650.0,13650.0,13650.0,13650.0,0
13501.7001953125,13501.7001953125,13501.7001953125,13501.7001953125,0
13577.900390625,13577.900390625,13577.900390625,13577.900390625,0
13861.7001953125,13861.7001953125,13861.7001953125,13861.7001953125,0
13907.2001953125,13907.2001953125,13907.2001953125,13907.2001953125,0
13951.0,13951.0,13951.0,13951.0,0
13971.5,13971.5,13971.5,13971.5,0
13918.2001953125,13918.2001953125,13918.2001953125,13918.2001953125,0
14000.400390625,14000.400390625,14000.400390625,14000.400390625,0
13851.099609375,13851.099609375,13851.099609375,13851.099609375,0
13943.400390625,13943.400390625,13943.400390625,13943.400390625,0
13717.0,13717.0,13717.0,13717.0,0
13785.099609375,13785.099609375,13785.099609375,13785.099609375,0
13473.599609375,13473.599609375,13473.599609375,13473.599609375,0
13265.5,13265.5,13265.5,13265.5,0
13358.2998046875,13358.2998046875,13358.2998046875,13358.2998046875,0
13212.0,13212.0,13212.0,13212.0,0
13362.400390625,13362.400390625,13362.400390625,13362.400390625,0
13463.2998046875,13463.2998046875,13463.2998046875,13463.2998046875,0
13181.900390625,13181.900390625,13181.900390625,13181.900390625,0
13468.7998046875,13468.7998046875,13468.7998046875,13468.7998046875,0
13504.2998046875,13504.2998046875,13504.2998046875,13504.2998046875,0
13657.900390625,13657.900390625,13657.900390625,13657.900390625,0
13270.7001953125,13270.7001953125,13270.7001953125,13270.7001953125,0
13239.5,13239.5,13239.5,13239.5,0
13236.5,13236.5,13236.5,13236.5,0
13028.900390625,13028.900390625,13028.900390625,13028.900390625,0
12861.5,12861.5,12861.5,12861.5,0
12845.7998046875,12845.7998046875,12845.7998046875,12845.7998046875,0
13079.099609375,13079.099609375,13079.099609375,13079.099609375,0
13121.2998046875,13121.2998046875,13121.2998046875,13121.2998046875,0
13090.900390625,13090.900390625,13090.900390625,13090.900390625,0
13236.099609375,13236.099609375,13236.099609375,13236.099609375,0
13235.900390625,13235.900390625,13235.900390625,13235.900390625,0
13378.900390625,13378.900390625,13378.900390625,13378.900390625,0
13322.099609375,13322.099609375,13322.099609375,13322.099609375,0
13041.7998046875,13041.7998046875,13041.7998046875,13041.7998046875,0
13289.2998046875,13289.2998046875,13289.2998046875,13289.2998046875,0
13238.7001953125,13238.7001953125,13238.7001953125,13238.7001953125,0
13357.7001953125,13357.7001953125,13357.7001953125,13357.7001953125,0
13448.900390625,13448.900390625,13448.900390625,13448.900390625,0
13305.5,13305.5,13305.5,13305.5,0
13363.2998046875,13363.2998046875,13363.2998046875,13363.2998046875,0
13113.400390625,13113.400390625,13113.400390625,13113.400390625,0
13127.7998046875,13127.7998046875,13127.7998046875,13127.7998046875,0
13308.400390625,13308.400390625,13308.400390625,13308.400390625,0
13291.7001953125,13291.7001953125,13291.7001953125,13291.7001953125,0
13424.900390625,13424.900390625,13424.900390625,13424.900390625,0
13442.5,13442.5,13442.5,13442.5,0
13403.400390625,13403.400390625,13403.400390625,13403.400390625,0
13739.400390625,13739.400390625,13739.400390625,13739.400390625,0
13815.599609375,13815.599609375,13815.599609375,13815.599609375,0
13766.7001953125,13766.7001953125,13766.7001953125,13766.7001953125,0
13820.2001953125,13820.2001953125,13820.2001953125,13820.2001953125,0
13759.099609375,13759.099609375,13759.099609375,13759.099609375,0
13778.7001953125,13778.7001953125,13778.7001953125,13778.7001953125,0
13878.2001953125,13878.2001953125,13878.2001953125,13878.2001953125,0
13912.900390625,13912.900390625,13912.900390625,13912.900390625,0
13895.599609375,13895.599609375,13895.599609375,13895.599609375,0
14087.5,14087.5,14087.5,14087.5,0
14047.2998046875,14047.2998046875,14047.2998046875,14047.2998046875,0
13968.0,13968.0,13968.0,13968.0,0
13974.2998046875,13974.2998046875,13974.2998046875,13974.2998046875,0
14066.0,14066.0,14066.0,14066.0,0
14043.7001953125,14043.7001953125,14043.7001953125,14043.7001953125,0
14164.5,14164.5,14164.5,14164.5,0
14078.7001953125,14078.7001953125,14078.7001953125,14078.7001953125,0
14015.099609375,14015.099609375,14015.099609375,14015.099609375,0
14093.099609375,14093.099609375,14093.099609375,14093.099609375,0
13984.7998046875,13984.7998046875,13984.7998046875,13984.7998046875,0
13912.900390625,13912.900390625,13912.900390625,13912.900390625,0
13892.5,13892.5,13892.5,13892.5,0
13889.0,13889.0,13889.0,13889.0,0
13522.0,13522.0,13522.0,13522.0,0
13567.0,13567.0,13567.0,13567.0,0
13676.2001953125,13676.2001953125,13676.2001953125,13676.2001953125,0
13675.2001953125,13675.2001953125,13675.2001953125,13675.2001953125,0
13671.900390625,13671.900390625,13671.900390625,13671.900390625,0
13806.7001953125,13806.7001953125,13806.7001953125,13806.7001953125,0
13870.2998046875,13870.2998046875,13870.2998046875,13870.2998046875,0
13792.5,13792.5,13792.5,13792.5,0
13930.0,13930.0,13930.0,13930.0,0
13567.900390625,13567.900390625,13567.900390625,13567.900390625,0
13595.099609375,13595.099609375,13595.099609375,13595.099609375,0
13543.400390625,13543.400390625,13543.400390625,13543.400390625,0
13660.900390625,13660.900390625,13660.900390625,13660.900390625,0
13300.0,13300.0,13300.0,13300.0,0
13266.2998046875,13266.2998046875,13266.2998046875,13266.2998046875,0
13042.7001953125,13042.7001953125,13042.7001953125,13042.7001953125,0
12987.5,12987.5,12987.5,12987.5,0
13307.099609375,13307.099609375,13307.099609375,13307.099609375,0
13231.0,13231.0,13231.0,13231.0,0
13110.0,13110.0,13110.0,13110.0,0
13176.7998046875,13176.7998046875,13176.7998046875,13176.7998046875,0
12958.400390625,12958.400390625,12958.400390625,12958.400390625,0
13010.099609375,13010.099609375,13010.099609375,13010.099609375,0
12799.0,12799.0,12799.0,12799.0,0
12980.900390625,12980.900390625,12980.900390625,12980.900390625,0
12743.400390625,12743.400390625,12743.400390625,12743.400390625,0
12958.400390625,12958.400390625,12958.400390625,12958.400390625,0
13289.5,13289.5,13289.5,13289.5,0
13311.7001953125,13311.7001953125,13311.7001953125,13311.7001953125,0
13371.7001953125,13371.7001953125,13371.7001953125,13371.7001953125,0
13314.599609375,13314.599609375,13314.599609375,13314.599609375,0
13248.7001953125,13248.7001953125,13248.7001953125,13248.7001953125,0
13445.0,13445.0,13445.0,13445.0,0
13619.900390625,13619.900390625,13619.900390625,13619.900390625,0
13625.599609375,13625.599609375,13625.599609375,13625.599609375,0
13727.0,13727.0,13727.0,13727.0,0
13432.7998046875,13432.7998046875,13432.7998046875,13432.7998046875,0
13473.900390625,13473.900390625,13473.900390625,13473.900390625,0
13518.0,13518.0,13518.0,13518.0,0
13339.7998046875,13339.7998046875,13339.7998046875,13339.7998046875,0
13167.2001953125,13167.2001953125,13167.2001953125,13167.2001953125,0
13232.5,13232.5,13232.5,13232.5,0
13207.2998046875,13207.2998046875,13207.2998046875,13207.2998046875,0
13245.599609375,13245.599609375,13245.599609375,13245.599609375,0
13450.7001953125,13450.7001953125,13450.7001953125,13450.7001953125,0
13549.2998046875,13549.2998046875,13549.2998046875,13549.2998046875,0
13551.7001953125,13551.7001953125,13551.7001953125,13551.7001953125,0
13359.599609375,13359.599609375,13359.599609375,13359.599609375,0
13365.900390625,13365.900390625,13365.900390625,13365.900390625,0
13264.7998046875,13264.7998046875,13264.7998046875,13264.7998046875,0
13044.0,13044.0,13044.0,13044.0,0
13056.7001953125,13056.7001953125,13056.7001953125,13056.7001953125,0
12800.2001953125,12800.2001953125,12800.2001953125,12800.2001953125,0
12827.5,12827.5,12827.5,12827.5,0
12589.099609375,12589.099609375,12589.099609375,12589.099609375,0
12735.2998046875,12735.2998046875,12735.2998046875,12735.2998046875,0
12853.099609375,12853.099609375,12853.099609375,12853.099609375,0
12606.2998046875,12606.2998046875,12606.2998046875,12606.2998046875,0
12778.2001953125,12778.2001953125,12778.2001953125,12778.2001953125,0
12501.099609375,12501.099609375,12501.099609375,12501.099609375,0
12466.2001953125,12466.2001953125,12466.2001953125,12466.2001953125,0
12159.2001953125,12159.2001953125,12159.2001953125,12159.2001953125,0
12099.2998046875,12099.2998046875,12099.2998046875,12099.2998046875,0
11971.2001953125,11971.2001953125,11971.2001953125,11971.2001953125,0
12270.2001953125,12270.2001953125,12270.2001953125,12270.2001953125,0
12378.599609375,12378.599609375,12378.599609375,12378.599609375,0
12207.2001953125,12207.2001953125,12207.2001953125,12207.2001953125,0
12383.900390625,12383.900390625,12383.900390625,12383.900390625,0
12480.2998046875,12480.2998046875,12480.2998046875,12480.2998046875,0
12442.7998046875,12442.7998046875,12442.7998046875,12442.7998046875,0
12650.400390625,12650.400390625,12650.400390625,12650.400390625,0
12743.2001953125,12743.2001953125,12743.2001953125,12743.2001953125,0
12635.2001953125,12635.2001953125,12635.2001953125,12635.2001953125,0
12265.099609375,12265.099609375,12265.099609375,12265.099609375,0
12200.099609375,12200.099609375,12200.099609375,12200.099609375,0
12247.0,12247.0,12247.0,12247.0,0
12182.099609375,12182.099609375,12182.099609375,12182.099609375,0
12240.0,12240.0,12240.0,12240.0,0
12373.400390625,12373.400390625,12373.400390625,12373.400390625,0
12552.2001953125,12552.2001953125,12552.2001953125,12552.2001953125,0
12377.0,12377.0,12377.0,12377.0,0
12348.2001953125,12348.2001953125,12348.2001953125,12348.2001953125,0
12337.2001953125,12337.2001953125,12337.2001953125,12337.2001953125,0
12427.2998046875,12427.2998046875,12427.2998046875,12427.2998046875,0
12284.2998046875,12284.2998046875,12284.2998046875,12284.2998046875,0
12381.0,12381.0,12381.0,12381.0,0
12570.2001953125,12570.2001953125,12570.2001953125,12570.2001953125,0
12684.900390625,12684.900390625,12684.900390625,12684.900390625,0
12694.2998046875,12694.2998046875,12694.2998046875,12694.2998046875,0
12582.2001953125,12582.2001953125,12582.2001953125,12582.2001953125,0
12266.400390625,12266.400390625,12266.400390625,12266.400390625,0
12258.900390625,12258.900390625,12258.900390625,12258.900390625,0
12213.7998046875,12213.7998046875,12213.7998046875,12213.7998046875,0
12255.0,12255.0,12255.0,12255.0,0
12040.400390625,12040.400390625,12040.400390625,12040.400390625,0
11893.7001953125,11893.7001953125,11893.7001953125,11893.7001953125,0
11740.2001953125,11740.2001953125,11740.2001953125,11740.2001953125,0
12156.7998046875,12156.7998046875,12156.7998046875,12156.7998046875,0
12110.2001953125,12110.2001953125,12110.2001953125,12110.2001953125,0
12145.7001953125,12145.7001953125,12145.7001953125,12145.7001953125,0
11951.099609375,11951.099609375,11951.099609375,11951.099609375,0
11972.2001953125,11972.2001953125,11972.2001953125,11972.2001953125,0
12392.7001953125,12392.7001953125,12392.7001953125,12392.7001953125,0
12099.7001953125,12099.7001953125,12099.7001953125,12099.7001953125,0
12361.2998046875,12361.2998046875,12361.2998046875,12361.2998046875,0
12548.599609375,12548.599609375,12548.599609375,12548.599609375,0
12532.599609375,12532.599609375,12532.599609375,12532.599609375,0
12422.900390625,12422.900390625,12422.900390625,12422.900390625,0
12302.5,12302.5,12302.5,12302.5,0
12216.400390625,12216.400390625,12216.400390625,12216.400390625,0
12262.900390625,12262.900390625,12262.900390625,12262.900390625,0
12654.400390625,12654.400390625,12654.400390625,12654.400390625,0
12605.7998046875,12605.7998046875,12605.7998046875,12605.7998046875,0
12626.0,12626.0,12626.0,12626.0,0
12609.400390625,12609.400390625,12609.400390625,12609.400390625,0
12612.400390625,12612.400390625,12612.400390625,12612.400390625,0
12576.400390625,12576.400390625,12576.400390625,12576.400390625,0
12527.2998046875,12527.2998046875,12527.2998046875,12527.2998046875,0
12582.0,12582.0,12582.0,12582.0,0
12325.400390625,12325.400390625,12325.400390625,12325.400390625,0
12302.099609375,12302.099609375,12302.099609375,12302.099609375,0
12362.5,12362.5,12362.5,12362.5,0
12619.2998046875,12619.2998046875,12619.2998046875,12619.2998046875,0
12620.5,12620.5,12620.5,12620.5,0
12849.400390625,12849.400390625,12849.400390625,12849.400390625,0
12825.0,12825.0,12825.0,12825.0,0
12720.2001953125,12720.2001953125,12720.2001953125,12720.2001953125,0
12763.2001953125,12763.2001953125,12763.2001953125,12763.2001953125,0
12849.0,12849.0,12849.0,12849.0,0
12891.900390625,12891.900390625,12891.900390625,12891.900390625,0
12871.7998046875,12871.7998046875,12871.7998046875,12871.7998046875,0
12831.900390625,12831.900390625,12831.900390625,12831.900390625,0
12820.099609375,12820.099609375,12820.099609375,12820.099609375,0
13010.0,13010.0,13010.0,13010.0,0
13058.2001953125,13058.2001953125,13058.2001953125,13058.2001953125,0
12969.5,12969.5,12969.5,12969.5,0
13020.7998046875,13020.7998046875,13020.7998046875,13020.7998046875,0
12814.2998046875,12814.2998046875,12814.2998046875,12814.2998046875,0
12866.7998046875,12866.7998046875,12866.7998046875,12866.7998046875,0
12745.900390625,12745.900390625,12745.900390625,12745.900390625,0
12876.2998046875,12876.2998046875,12876.2998046875,12876.2998046875,0
12832.2001953125,12832.2001953125,12832.2001953125,12832.2001953125,0
12898.400390625,12898.400390625,12898.400390625,12898.400390625,0
12992.7001953125,12992.7001953125,12992.7001953125,12992.7001953125,0
12986.7998046875,12986.7998046875,12986.7998046875,12986.7998046875,0
13028.2001953125,13028.2001953125,13028.2001953125,13028.2001953125,0
12828.7001953125,12828.7001953125,12828.7001953125,12828.7001953125,0
12601.2001953125,12601.2001953125,12601.2001953125,12601.2001953125,0
12625.599609375,12625.599609375,12625.599609375,12625.599609375,0
12479.599609375,12479.599609375,12479.599609375,12479.599609375,0
12548.2998046875,12548.2998046875,12548.2998046875,12548.2998046875,0
12594.0,12594.0,12594.0,12594.0,0
12646.2001953125,12646.2001953125,12646.2001953125,12646.2001953125,0
12638.2998046875,12638.2998046875,12638.2998046875,12638.2998046875,0
12503.7998046875,12503.7998046875,12503.7998046875,12503.7998046875,0
12402.7998046875,12402.7998046875,12402.7998046875,12402.7998046875,0
12390.5,12390.5,12390.5,12390.5,0
12604.5,12604.5,12604.5,12604.5,0
12209.7998046875,12209.7998046875,12209.7998046875,12209.7998046875,0
12280.2998046875,12280.2998046875,12280.2998046875,12280.2998046875,0
12289.7998046875,12289.7998046875,12289.7998046875,12289.7998046875,0
12083.7998046875,12083.7998046875,12083.7998046875,12083.7998046875,0
12141.599609375,12141.599609375,12141.599609375,12141.599609375,0
12307.2998046875,12307.2998046875,12307.2998046875,12307.2998046875,0
12269.099609375,12269.099609375,12269.099609375,12269.099609375,0
12160.2998046875,12160.2998046875,12160.2998046875,12160.2998046875,0
12029.099609375,12029.099609375,12029.099609375,12029.099609375,0
12063.099609375,12063.099609375,12063.099609375,12063.099609375,0
11842.7001953125,11842.7001953125,11842.7001953125,11842.7001953125,0
11842.400390625,11842.400390625,11842.400390625,11842.400390625,0
11807.400390625,11807.400390625,11807.400390625,11807.400390625,0
11811.7998046875,11811.7998046875,11811.7998046875,11811.7998046875,0
11453.400390625,11453.400390625,11453.400390625,11453.400390625,0
11346.5,11346.5,11346.5,11346.5,0
11350.0,11350.0,11350.0,11350.0,0
11382.2998046875,11382.2998046875,11382.2998046875,11382.2998046875,0
11215.5,11215.5,11215.5,11215.5,0
11288.5,11288.5,11288.5,11288.5,0
11232.0,11232.0,11232.0,11232.0,0
11384.2001953125,11384.2001953125,11384.2001953125,11384.2001953125,0
11147.400390625,11147.400390625,11147.400390625,11147.400390625,0
11229.0,11229.0,11229.0,11229.0,0
11100.5,11100.5,11100.5,11100.5,0
11055.2001953125,11055.2001953125,11055.2001953125,11055.2001953125,0
10962.5,10962.5,10962.5,10962.5,0
11239.2998046875,11239.2998046875,11239.2998046875,11239.2998046875,0
11446.7001953125,11446.7001953125,11446.7001953125,11446.7001953125,0
11496.599609375,11496.599609375,11496.599609375,11496.599609375,0
11467.2998046875,11467.2998046875,11467.2998046875,11467.2998046875,0
11602.5,11602.5,11602.5,11602.5,0
11632.400390625,11632.400390625,11632.400390625,11632.400390625,0
11349.2998046875,11349.2998046875,11349.2998046875,11349.2998046875,0
11370.7001953125,11370.7001953125,11370.7001953125,11370.7001953125,0
11131.099609375,11131.099609375,11131.099609375,11131.099609375,0
11397.599609375,11397.599609375,11397.599609375,11397.599609375,0
11583.7001953125,11583.7001953125,11583.7001953125,11583.7001953125,0
11378.0,11378.0,11378.0,11378.0,0
11326.2998046875,11326.2998046875,11326.2998046875,11326.2998046875,0
11284.2001953125,11284.2001953125,11284.2001953125,11284.2001953125,0
11615.7998046875,11615.7998046875,11615.7998046875,11615.7998046875,0
11656.099609375,11656.099609375,11656.099609375,11656.099609375,0
11431.400390625,11431.400390625,11431.400390625,11431.400390625,0
11734.2998046875,11734.2998046875,11734.2998046875,11734.2998046875,0
11782.2998046875,11782.2998046875,11782.2998046875,11782.2998046875,0
11642.5,11642.5,11642.5,11642.5,0
11533.0,11533.0,11533.0,11533.0,0
11615.900390625,11615.900390625,11615.900390625,11615.900390625,0
11659.900390625,11659.900390625,11659.900390625,11659.900390625,0
11479.400390625,11479.400390625,11479.400390625,11479.400390625,0
11348.5,11348.5,11348.5,11348.5,0
11417.400390625,11417.400390625,11417.400390625,11417.400390625,0
11430.2001953125,11430.2001953125,11430.2001953125,11430.2001953125,0
11628.099609375,11628.099609375,11628.099609375,11628.099609375,0
11386.2001953125,11386.2001953125,11386.2001953125,11386.2001953125,0
11412.900390625,11412.900390625,11412.900390625,11412.900390625,0
11502.5,11502.5,11502.5,11502.5,0
11715.2001953125,11715.2001953125,11715.2001953125,11715.2001953125,0
11543.5,11543.5,11543.5,11543.5,0
11516.900390625,11516.900390625,11516.900390625,11516.900390625,0
11532.900390625,11532.900390625,11532.900390625,11532.900390625,0
11188.2001953125,11188.2001953125,11188.2001953125,11188.2001953125,0
11221.0,11221.0,11221.0,11221.0,0
11510.7001953125,11510.7001953125,11510.7001953125,11510.7001953125,0
11230.7001953125,11230.7001953125,11230.7001953125,11230.7001953125,0
11268.900390625,11268.900390625,11268.900390625,11268.900390625,0
11433.7001953125,11433.7001953125,11433.7001953125,11433.7001953125,0
11422.0,11422.0,11422.0,11422.0,0
10917.5,10917.5,10917.5,10917.5,0
11059.0,11059.0,11059.0,11059.0,0
10609.7001953125,10609.7001953125,10609.7001953125,10609.7001953125,0
11019.7001953125,11019.7001953125,11019.7001953125,11019.7001953125,0
11388.400390625,11388.400390625,11388.400390625,11388.400390625,0
11015.7001953125,11015.7001953125,11015.7001953125,11015.7001953125,0
10854.2001953125,10854.2001953125,10854.2001953125,10854.2001953125,0
10825.2001953125,10825.2001953125,10825.2001953125,10825.2001953125,0
11022.099609375,11022.099609375,11022.099609375,11022.099609375,0
11143.099609375,11143.099609375,11143.099609375,11143.099609375,0
10365.5,10365.5,10365.5,10365.5,0
10850.7001953125,10850.7001953125,10850.7001953125,10850.7001953125,0
10831.099609375,10831.099609375,10831.099609375,10831.099609375,0
10482.7998046875,10482.7998046875,10482.7998046875,10482.7998046875,0
10325.400390625,10325.400390625,10325.400390625,10325.400390625,0
9955.5,9955.5,9955.5,9955.5,0
9447.1103515625,9447.1103515625,9447.1103515625,9447.1103515625,0
9258.099609375,9258.099609375,9258.099609375,9258.099609375,0
8579.1904296875,8579.1904296875,8579.1904296875,8579.1904296875,0
8451.1904296875,8451.1904296875,8451.1904296875,8451.1904296875,0
9387.6103515625,9387.6103515625,9387.6103515625,9387.6103515625,0
9310.990234375,9310.990234375,9310.990234375,9310.990234375,0
8577.91015625,8577.91015625,8577.91015625,8577.91015625,0
8979.259765625,8979.259765625,8979.259765625,8979.259765625,0
8852.2197265625,8852.2197265625,8852.2197265625,8852.2197265625,0
9265.4296875,9265.4296875,9265.4296875,9265.4296875,0
9033.66015625,9033.66015625,9033.66015625,9033.66015625,0
8519.2099609375,8519.2099609375,8519.2099609375,8519.2099609375,0
8691.25,8691.25,8691.25,8691.25,0
8378.9501953125,8378.9501953125,8378.9501953125,8378.9501953125,0
8175.77001953125,8175.77001953125,8175.77001953125,8175.77001953125,0
9065.1201171875,9065.1201171875,9065.1201171875,9065.1201171875,0
8990.9599609375,8990.9599609375,8990.9599609375,8990.9599609375,0
9180.6904296875,9180.6904296875,9180.6904296875,9180.6904296875,0
9325.009765625,9325.009765625,9325.009765625,9325.009765625,0
9319.830078125,9319.830078125,9319.830078125,9319.830078125,0
9625.2802734375,9625.2802734375,9625.2802734375,9625.2802734375,0
9139.26953125,9139.26953125,9139.26953125,9139.26953125,0
